Receiver time, Accel X,Y,Z, Gyro X,Y,Z, Quaternion W,X,Y,Z, dt(or)index
1375383829554,-215,-1585,2253,-3017,-492,1372,1057060295,183194531,-43803708,8125982,-6367
1375383829561,-181,-1590,2294,-2917,-448,1359,1058344356,174934831,-45790949,11389384,-6362
1375383829562,-136,-1603,2342,-2827,-413,1342,1059515544,166921686,-47659605,14629587,-6357
1375383829573,-77,-1611,2388,-2744,-388,1311,1060582821,159139463,-49430070,17801131,-6352
1375383829573,-12,-1618,2422,-2670,-389,1265,1061553658,151566728,-51168141,20849039,-6347
1375383829584,6,-1658,2487,-2594,-434,1215,1062427154,144213823,-52996279,23744733,-6342
1375383829584,0,-1719,2570,-2526,-491,1161,1063209438,137063974,-54953114,26472905,-6337
1375383829594,15,-1714,2596,-2487,-532,1102,1063917577,130038312,-56996726,29022456,-6332
1375383829594,30,-1690,2655,-2448,-583,1038,1064554381,123133660,-59153010,31376657,-6327
1375383829605,28,-1709,2720,-2395,-662,975,1065114104,116389995,-61501113,33532528,-6321
1375383829605,10,-1764,2804,-2356,-738,918,1065603007,109772873,-64038175,35507217,-6316
1375383829611,5,-1800,2853,-2343,-794,874,1066031880,103209647,-66715830,37340328,-6311
1375383829612,-22,-1838,2901,-2339,-854,836,1066402440,96673745,-69547502,39047030,-6306
1375383829623,-75,-1873,2991,-2345,-897,803,1066719384,90135371,-72490335,40645129,-6301
1375383829623,-118,-1914,2999,-2355,-877,784,1066993954,83573372,-75372018,42189506,-6296
1375383829629,-176,-1969,2951,-2370,-825,782,1067231916,76969469,-78106294,43733819,-6291
1375383829629,-250,-2032,2950,-2396,-748,786,1067439964,70291162,-80627419,45296782,-6286
1375383829665,-306,-2091,2951,-2417,-618,797,1067628023,63544951,-82786588,46907642,-6281
1375383829665,-373,-2124,2888,-2432,-429,821,1067807731,56736863,-84415343,48612051,-6275
1375383829667,-399,-2152,2726,-2430,-175,846,1067992267,49903759,-85329468,50423391,-6270
1375383829668,-459,-2138,2481,-2389,64,855,1068177411,43158621,-85561400,52298196,-6265
1375383829672,-508,-2078,2293,-2326,261,852,1068354830,36569912,-85232241,54199313,-6260
1375383829673,-517,-2066,2170,-2229,438,858,1068518710,30227533,-84392896,56155198,-6255
1375383829675,-437,-2140,2030,-2119,599,867,1068667729,24174161,-83080507,58172407,-6250
1375383829675,-378,-2211,1908,-2039,645,863,1068784399,18354211,-81614652,60196194,-6245
1375383829684,-359,-2255,1824,-1989,566,845,1068848569,12704517,-80357310,62173466,-6240
1375383829684,-304,-2278,1687,-1938,480,823,1068862738,7226890,-79332545,64094238,-6234
1375383829690,-162,-2319,1517,-1864,408,780,1068837172,1986304,-78493050,65905221,-6229
1375383829690,20,-2370,1378,-1767,287,702,1068773388,-2934382,-77964297,67512272,-6224
1375383829699,177,-2418,1198,-1677,115,595,1068672098,-7539069,-77888126,68833518,-6219
1375383829699,283,-2423,1032,-1583,-82,475,1068535415,-11806375,-78339882,69835823,-6214
1375383829735,343,-2389,901,-1477,-267,339,1068372801,-15708614,-79291311,70478294,-6209
1375383829735,387,-2334,726,-1337,-426,194,1068195849,-19156152,-80668988,70743836,-6204
1375383829740,411,-2338,590,-1168,-596,58,1068004679,-22068775,-82502510,70666923,-6199
1375383829740,343,-2347,488,-1001,-812,-51,1067785568,-24441622,-84923871,70328013,-6194
1375383829742,189,-2312,405,-858,-1041,-119,1067524488,-26348004,-87983076,69840762,-6188
1375383829742,-46,-2304,352,-697,-1233,-132,1067217282,-27761045,-91578392,69364986,-6183
1375383829744,-278,-2296,348,-535,-1334,-79,1066870792,-28706929,-95455107,69082927,-6178
1375383829745,-471,-2264,453,-382,-1303,33,1066506736,-29251053,-99233749,69151473,-6173
1375383829754,-576,-2272,545,-192,-1131,183,1066161581,-29328248,-102496983,69679346,-6168
1375383829754,-647,-2298,701,4,-868,345,1065863977,-28936343,-104976379,70697493,-6163
1375383829762,-347,-2007,668,160,-543,503,1065633554,-28202145,-106495415,72180311,-6158
1375383829762,-640,-2360,1024,449,-360,630,1065448963,-26757673,-107395987,74095475,-6153
1375383829774,-423,-2191,1198,445,210,763,1065393603,-25429738,-106693800,76339622,-6148
1375383829774,-120,-2197,986,500,738,884,1065459933,-24109255,-104444318,78909845,-6142
1375383829780,-15,-2025,974,523,879,940,1065544140,-22771919,-101754057,81637872,-6137
1375383829780,95,-1919,986,558,961,992,1065625243,-21389166,-98808501,84520592,-6132
1375383829818,299,-1786,957,615,1050,1011,1065710699,-19883503,-95582787,87468781,-6127
1375383829819,523,-1681,886,721,1018,989,1065780083,-18082325,-92400485,90385285,-6122
1375383829821,634,-1515,833,835,846,929,1065809266,-15916905,-89656189,93169374,-6117
1375383829821,638,-1317,798,962,594,829,1065791451,-13326460,-87588279,95712001,-6112
1375383829824,569,-1118,918,1100,310,716,1065724825,-10270262,-86296705,97977049,-6107
1375383829824,468,-971,1072,1236,58,624,1065611707,-6764917,-85694557,100019365,-6101
1375383829830,311,-843,1288,1340,-145,551,1065456257,-2908122,-85651558,101881405,-6096
1375383829830,46,-734,1518,1425,-314,489,1065260482,1235219,-86080392,103586923,-6091
1375383829836,-313,-666,1655,1506,-388,465,1065032021,5622700,-86723943,105240867,-6086
1375383829836,-631,-536,1672,1537,-307,476,1064794457,10066978,-87168972,106932200,-6081
1375383829841,-835,-393,1815,1565,-143,525,1064555733,14518466,-87180218,108772329,-6076
1375383829841,-960,-377,1980,1637,27,631,1064298501,19079738,-86714866,110935571,-6071
1375383829877,-1045,-376,2261,1676,205,765,1064014678,23664452,-85750521,113494986,-6066
1375383829877,-1014,-360,2553,1643,446,906,1063717514,28047281,-84125177,116459688,-6061
1375383829879,-917,-324,2764,1570,648,1027,1063405111,32126236,-81948681,119763896,-6055
1375383829879,-834,-208,2869,1423,779,1129,1063072864,35714322,-79440609,123333962,-6050
1375383829886,-636,-53,2898,1229,918,1213,1062732795,38670347,-76599885,127112439,-6045
1375383829886,-380,-50,2826,1051,1043,1265,1062392467,41044773,-73448627,131012880,-6040
1375383829888,-134,-71,2669,869,1049,1267,1062047364,42895898,-70314488,134880374,-6035
1375383829888,87,-5,2518,672,982,1226,1061704650,44219999,-67408643,138583574,-6030
1375383829891,301,20,2279,549,876,1142,1061370111,45239083,-64815037,142012072,-6025
1375383829891,490,14,2122,476,715,1016,1061049922,46129382,-62667375,145049812,-6020
1375383829902,587,-24,1959,456,492,850,1060749110,47075503,-61116756,147585462,-6015
1375383829902,589,-124,1806,494,211,681,1060457278,48271016,-60313928,149612856,-6010
1375383829911,538,-163,1639,518,-31,522,1060181286,49672248,-60164292,151162401,-6004
1375383829911,493,-178,1533,562,-178,357,1059937791,51290105,-60397794,152232769,-5999
1375383829954,448,-269,1504,680,-289,197,1059720716,53314821,-60881275,152854530,-5994
1375383829954,359,-365,1534,812,-390,33,1059529343,55790983,-61576520,153018870,-5989
1375383829960,190,-396,1626,923,-454,-115,1059363143,58642237,-62393111,152772460,-5984
1375383829960,-29,-465,1789,1031,-485,-221,1059207474,61832188,-63254482,152238896,-5979
1375383829965,-1749,2558,1901,893,-740,-169,1058998204,64735318,-64921695,151785441,-5974
1375383829965,-1124,2677,1668,1544,-497,10,1058631810,69002342,-65931985,152025805,-5969
1375383829968,1226,-322,2508,3077,1803,-29,1058355878,76637624,-59756716,152840256,-5963
1375383829968,884,-309,1743,3232,703,-114,1057825405,85471740,-56246530,153159461,-5958
1375383829970,-471,985,3773,2328,-528,-86,1057237639,92268880,-56629230,153132824,-5953
1375383829970,-465,1045,4095,2281,125,4,1056687181,98468103,-55375137,153529578,-5948
1375383829976,43,753,3825,2588,817,-11,1056121370,105226485,-52039256,154105343,-5943
1375383829976,135,1627,3613,2165,947,-81,1055675790,110773895,-48428553,154447237,-5938
1375383829988,486,1226,1092,2142,1272,-164,1055280432,116023870,-43898034,154648432,-5933
1375383829988,861,250,-410,3170,1297,-201,1054511432,124254215,-38838536,154853462,-5928
1375383829990,210,-185,169,3375,545,-245,1053514296,133515091,-35739113,154678902,-5922
1375383829990,-633,-329,1955,3425,236,-295,1052393287,143082300,-33531175,154249743,-5917
1375383830001,-496,-4836,7428,3408,517,-235,1051189406,152440898,-30648782,154093335,-5912
1375383830001,-89,-5448,12040,3299,-91,-972,1050151660,162123824,-29073064,151570480,-5907
1375383830012,700,-50,-1336,-454,1376,-794,1050741697,160566747,-24895619,149873008,-5902
1375383830012,2913,-1773,844,-413,2433,-239,1051146478,158511210,-18071050,150200592,-5897
1375383830022,50,-2051,5458,-184,-1975,-311,1051233340,158946889,-23152713,148424418,-5892
1375383830022,-2366,342,3032,-1370,-2528,-256,1051722298,156182136,-30590363,146536952,-5887
1375383830034,203,-1031,2730,-566,656,-77,1052038709,154251657,-29213103,146591538,-5882
1375383830034,418,75,1627,-795,396,-100,1052429693,151914837,-28311361,146402165,-5876
1375383830044,-390,-689,2593,-198,-409,-114,1052532497,151475490,-29428207,145897235,-5871
1375383830044,-277,-430,2345,-289,-33,-51,1052662806,150698531,-29629416,145720871,-5866
1375383830055,199,-405,1927,-303,349,10,1052807998,149703257,-28782446,145867506,-5861
1375383830055,-64,-402,2029,-253,109,48,1052900879,148942880,-28549984,146021091,-5856
1375383830059,-261,-435,2124,-231,51,71,1052969617,148265525,-28512104,146222036,-5851
1375383830059,-138,-424,2043,-240,214,77,1053049729,147502956,-28045700,146506276,-5846
1375383830096,-79,-396,2001,-245,226,66,1053136800,146722317,-27529261,146762007,-5841
1375383830096,-68,-411,2054,-226,173,55,1053216701,146013986,-27143567,146966758,-5836
1375383830104,-15,-404,2020,-231,162,57,1053296385,145295894,-26789692,147172162,-5831
1375383830104,-21,-401,2009,-235,118,66,1053370635,144582945,-26558336,147384655,-5825
1375383830106,-83,-405,2053,-234,61,74,1053436702,143895000,-26490503,147597766,-5820
1375383830107,-133,-388,2092,-227,62,76,1053498539,143226444,-26425079,147818243,-5815
1375383830111,-145,-399,2088,-211,113,76,1053557403,142580501,-26216418,148060136,-5810
1375383830111,-147,-421,2075,-197,140,64,1053616781,141965913,-25923287,148279617,-5805
1375383830113,-177,-400,2089,-182,152,46,1053677538,141393216,-25583805,148453964,-5800
1375383830114,-159,-411,2072,-153,175,24,1053737317,140892097,-25164124,148577773,-5795
1375383830123,-143,-405,2065,-130,179,2,1053796909,140457178,-24713774,148642487,-5790
1375383830123,-138,-391,2088,-106,161,-12,1053851688,140097106,-24297622,148662535,-5784
1375383830133,-110,-377,2071,-76,160,-20,1053898418,139819839,-23869133,148661722,-5779
1375383830133,-73,-387,2054,-42,154,-22,1053932970,139639063,-23440432,148654889,-5774
1375383830140,-64,-385,2049,-21,126,-22,1053957822,139529514,-23077638,148638329,-5769
1375383830140,-48,-402,2049,0,99,-19,1053971969,139489233,-22782579,148621333,-5764
1375383830151,-39,-399,2041,7,73,-14,1053979323,139483551,-22559896,148608482,-5759
1375383830151,-40,-410,2057,12,39,-8,1053980438,139504754,-22432010,148600037,-5754
1375383830160,-41,-401,2073,0,19,2,1053980751,139500383,-22368634,148611469,-5749
1375383830160,-30,-389,2059,-13,19,13,1053982154,139454116,-22312310,148653404,-5743
1375383830172,-33,-398,2050,-15,8,20,1053981051,139405053,-22289226,148710698,-5738
1375383830173,-50,-400,2062,-13,-8,24,1053976104,139371927,-22311608,148773435,-5733
1375383830180,-53,-404,2077,-14,-10,29,1053969328,139336632,-22343810,148849647,-5728
1375383830180,-58,-405,2072,-15,-13,35,1053960341,139299425,-22387252,148941549,-5723
1375383830191,-67,-408,2067,-20,-16,43,1053949773,139249272,-22444651,149054554,-5718
1375383830191,-118,-404,2071,-19,-23,45,1053937476,139205262,-22523072,149170737,-5713
1375383830203,-145,-404,2085,-10,-23,37,1053924729,139187234,-22601154,149265778,-5708
1375383830203,-146,-420,2075,2,0,25,1053913495,139194862,-22611433,149336414,-5703
1375383830212,-148,-413,2068,4,7,14,1053906037,139208195,-22597068,149378788,-5698
1375383830212,-148,-412,2092,10,10,6,1053899772,139237078,-22569338,149400254,-5692
1375383830224,-142,-406,2086,10,30,1,1053896811,139257412,-22483528,149415127,-5687
1375383830224,-127,-400,2081,17,51,-3,1053894189,139288651,-22333959,149426935,-5682
1375383830227,-136,-388,2077,26,64,-9,1053891525,139339526,-22140481,149427084,-5677
1375383830228,-121,-393,2086,43,78,-17,1053886605,139431841,-21899401,149411197,-5672
1375383830264,-104,-385,2083,55,93,-25,1053881279,139552340,-21606640,149378883,-5667
1375383830264,-69,-385,2074,69,91,-30,1053872743,139712021,-21310303,149332407,-5662
1375383830269,-38,-395,2076,76,83,-33,1053862436,139894328,-21028460,149274414,-5657
1375383830269,-36,-397,2060,76,69,-31,1053850530,140082598,-20782843,149216297,-5651
1375383830271,-30,-414,2068,74,56,-27,1053836904,140270803,-20575921,149164397,-5646
1375383830271,-42,-412,2063,73,45,-20,1053820037,140461732,-20401918,149127785,-5641
1375383830274,-44,-414,2062,67,40,-12,1053801848,140637384,-20248930,149111623,-5636
1375383830274,-42,-418,2075,63,38,-4,1053781788,140802377,-20106429,149116968,-5631
1375383830281,-68,-430,2080,58,37,3,1053760747,140953293,-19971042,149141271,-5626
1375383830281,-78,-424,2039,49,38,10,1053740007,141079770,-19842040,149185433,-5621
1375383830292,-110,-423,2040,37,25,13,1053721724,141178276,-19756983,149232666,-5616
1375383830292,-92,-458,2042,21,23,15,1053708357,141232886,-19688591,149284412,-5610
1375383830302,-112,-417,2056,-9,10,19,1053704044,141208799,-19664913,149340746,-5605
1375383830302,-111,-425,2057,-16,9,17,1053703624,141160635,-19649180,149391306,-5600
1375383830309,-105,-418,2055,-28,7,14,1053708690,141080667,-19642442,149432000,-5595
1375383830309,-102,-409,2053,-29,0,10,1053715476,141000071,-19653648,149458740,-5590
1375383830348,-92,-408,2054,-31,-6,6,1053724045,140918265,-19680385,149471959,-5585
1375383830348,-89,-400,2061,-32,-9,4,1053733701,140834682,-19713971,149478240,-5580
1375383830350,-75,-399,2050,-34,-7,2,1053745160,140743624,-19741720,149479562,-5575
1375383830350,-55,-396,2057,-34,-5,-1,1053757964,140651982,-19761083,149473001,-5570
1375383830352,-48,-398,2069,-30,-11,-5,1053770737,140573311,-19791776,149452898,-5565
1375383830352,-48,-401,2050,-31,-11,-7,1053784736,140491719,-19821164,149427015,-5559
1375383830359,-57,-404,2062,-31,-18,-5,1053797433,140413806,-19870962,149404092,-5554
1375383830359,-52,-413,2063,-31,-24,-4,1053809350,140338380,-19938937,149381849,-5549
1375383830361,-53,-410,2063,-34,-26,-3,1053821777,140256260,-20013287,149361366,-5544
1375383830361,-65,-417,2049,-33,-33,3,1053831090,140179116,-20109265,149355188,-5539
1375383830410,-76,-427,2047,-37,-38,10,1053838586,140093857,-20224829,149366690,-5534
1375383830410,-85,-424,2053,-42,-47,13,1053846018,139999442,-20369868,149383068,-5529
1375383830418,-78,-418,2050,-45,-52,20,1053851486,139897861,-20533790,149417207,-5524
1375383830418,-95,-421,2061,-47,-60,30,1053853359,139792627,-20723871,149476237,-5519
1375383830420,-69,-417,2050,-49,-55,42,1053851314,139679451,-20907045,149570913,-5513
1375383830420,-80,-419,2067,-51,-58,54,1053845191,139560701,-21100763,149697652,-5508
1375383830426,-82,-403,2082,-53,-59,61,1053836863,139436270,-21301800,149843688,-5503
1375383830426,-72,-402,2067,-55,-45,69,1053827083,139297915,-21467660,150017381,-5498
1375383830429,-83,-417,2056,-57,-46,79,1053813928,139154032,-21639614,150218478,-5493
1375383830429,-75,-402,2080,-56,-45,84,1053798036,139014622,-21811234,150434062,-5488
1375383830431,-38,-397,2067,-56,-33,89,1053781113,138867524,-21950105,150668093,-5483
1375383830431,-58,-408,2068,-60,-36,101,1053760841,138708991,-22099007,150933912,-5478
1375383830437,-68,-396,2064,-71,-29,107,1053742221,138518076,-22237034,151218698,-5472
1375383830437,-77,-398,2056,-71,-31,106,1053723835,138326985,-22381668,151500135,-5467
1375383830440,-86,-455,2020,-63,-53,99,1053703761,138168355,-22583238,151754383,-5462
1375383830440,-101,-365,2002,-77,-67,90,1053690491,137984695,-22826562,151977061,-5457
1375383830451,-98,-420,2050,-48,-84,74,1053672966,137880552,-23103391,152151150,-5452
1375383830451,-118,-389,2059,-58,-103,62,1053662137,137761750,-23431414,152283536,-5447
1375383830462,-155,-394,2040,-49,-114,50,1053652388,137669851,-23785024,152379244,-5442
1375383830462,-149,-397,2076,-44,-120,40,1053643949,137596868,-24154094,152445452,-5437
1375383830471,-168,-390,2062,-42,-106,24,1053642207,137523995,-24476033,152471890,-5431
1375383830472,-176,-395,2098,-33,-90,13,1053642503,137470545,-24747741,152474189,-5426
1375383830482,-140,-366,2077,-26,-48,3,1053647044,137419957,-24895632,152464340,-5421
1375383830482,-130,-376,2083,-6,-27,-6,1053649869,137414234,-24969383,152437910,-5416
1375383830489,-117,-372,2076,11,-10,-11,1053649155,137453688,-24987633,152404285,-5411
1375383830489,-111,-381,2079,30,-3,-15,1053643690,137543396,-24975592,152363098,-5406
1375383830527,-97,-384,2079,43,6,-18,1053635568,137664144,-24931426,152317438,-5401
1375383830527,-75,-375,2081,52,13,-23,1053626682,137807699,-24860403,152260691,-5396
1375383830532,-53,-375,2075,63,25,-24,1053615223,137975760,-24748400,152206020,-5391
1375383830532,-51,-388,2076,74,21,-22,1053598743,138175913,-24641319,152155895,-5386
1375383830538,-45,-391,2054,79,16,-21,1053579485,138393413,-24546179,152106943,-5380
1375383830538,-83,-401,2079,84,4,-18,1053556250,138630436,-24483178,152062189,-5375
1375383830544,-63,-403,2071,86,3,-15,1053530648,138874160,-24427608,152026107,-5370
1375383830544,-69,-399,2075,81,-6,-11,1053504360,139110073,-24397995,151997346,-5365
1375383830549,-79,-405,2071,82,-15,-4,1053474275,139351353,-24396617,151985070,-5360
1375383830549,-113,-413,2083,84,-27,4,1053439217,139603445,-24432193,151991009,-5355
1375383830552,-94,-402,2070,87,-34,8,1053400618,139867502,-24491576,152006203,-5350
1375383830552,-116,-411,2063,91,-53,10,1053358659,140149005,-24601319,152019972,-5345
1375383830564,-115,-414,2063,97,-81,14,1053310609,140459892,-24791161,152035140,-5339
1375383830564,-84,-405,2076,99,-99,23,1053256828,140783243,-25033776,152068887,-5334
1375383830567,-92,-412,2060,104,-124,29,1053197334,141128178,-25342937,152110000,-5329
1375383830567,-87,-419,2062,116,-167,34,1053127947,141525106,-25770495,152149788,-5324
1375383830606,-71,-407,2051,117,-189,39,1053054280,141933837,-26260261,152195174,-5319
1375383830606,-14,-424,2040,125,-254,40,1052972428,142389690,-26927532,152219096,-5314
1375383830608,-61,-410,2061,132,-336,37,1052882654,142899720,-27813258,152202869,-5309
1375383830608,-45,-412,2084,149,-399,36,1052780991,143481046,-28873724,152161713,-5304
1375383830611,-6,-399,2072,159,-438,36,1052671296,144104942,-30036784,152105900,-5298
1375383830611,-38,-424,2072,189,-520,37,1052541706,144843731,-31412908,152022973,-5293
1375383830617,-72,-468,2100,202,-574,50,1052394295,145642453,-32942807,151956570,-5288
1375383830617,-118,-463,2092,174,-587,75,1052243026,146369743,-34532411,151952392,-5283
1375383830620,-170,-470,2101,155,-589,93,1052088629,147042577,-36147148,151996331,-5278
1375383830620,-182,-464,2071,127,-546,109,1051939829,147618632,-37664177,152099478,-5273
1375383830631,-205,-495,2093,103,-531,108,1051799943,148121330,-39149459,152203075,-5268
1375383830631,-209,-482,2062,62,-518,106,1051675739,148506800,-40615320,152301580,-5263
1375383830641,-248,-459,2062,22,-502,110,1051565487,148772405,-42054345,152413034,-5258
1375383830641,-275,-460,2082,8,-472,110,1051462311,148984141,-43419374,152535228,-5253
1375383830651,-245,-433,2037,-12,-410,107,1051374308,149111359,-44617613,152671674,-5247
1375383830651,-257,-420,2029,-21,-374,103,1051295039,149196866,-45713788,152809651,-5242
1375383830665,-243,-414,2039,-25,-335,99,1051222787,149254536,-46701988,152951511,-5237
1375383830665,-236,-414,2055,-27,-301,92,1051157890,149292224,-47590813,153086706,-5232
1375383830669,-193,-402,2049,-24,-266,84,1051099023,149324295,-48375753,153213549,-5227
1375383830669,-162,-421,2059,-14,-255,82,1051038453,149378165,-49119701,153339793,-5222
1375383830680,-190,-410,2052,-16,-263,81,1050977627,149431137,-49881839,153459016,-5217
1375383830680,-190,-397,2004,-21,-260,77,1050920147,149468697,-50639282,153567967,-5212
1375383830689,-189,-426,2031,-21,-259,72,1050864274,149506530,-51392322,153663293,-5206
1375383830689,-191,-417,2038,-28,-249,67,1050813866,149523736,-52116855,153747225,-5201
1375383830700,-206,-438,2034,-28,-252,65,1050763539,149541110,-52848929,153824372,-5196
1375383830700,-222,-431,2064,-36,-242,70,1050714827,149534041,-53559342,153918240,-5191
1375383830709,-225,-416,2026,-41,-222,74,1050668994,149502566,-54218750,154030771,-5186
1375383830709,-254,-420,2030,-39,-203,75,1050624316,149468289,-54825328,154154025,-5181
1375383830721,-267,-420,2038,-36,-183,71,1050582362,149435531,-55376163,154274782,-5176
1375383830721,-285,-445,2068,-31,-164,71,1050540874,149408865,-55872951,154403955,-5171
1375383830730,-294,-417,2046,-38,-131,74,1050505273,149350771,-56282519,154553554,-5166
1375383830730,-305,-422,2054,-29,-83,72,1050474162,149296020,-56554982,154718369,-5161
1375383830766,-282,-409,2058,-21,-35,64,1050450186,149245581,-56687657,154881169,-5155
1375383830766,-239,-421,2072,-12,0,61,1050429971,149201555,-56715281,155050489,-5150
1375383830768,-234,-412,2082,-12,-5,60,1050409361,149162832,-56750462,155214412,-5145
1375383830768,-237,-408,2050,-10,2,61,1050389203,149122416,-56765461,155384090,-5140
1375383830775,-240,-391,2042,-6,12,58,1050370031,149090184,-56750469,155550007,-5135
1375383830775,-220,-399,2059,7,36,49,1050352635,149087292,-56662558,155702217,-5130
1375383830777,-196,-411,2064,19,58,41,1050337271,149110104,-56502202,155842226,-5125
1375383830777,-177,-404,2067,24,68,38,1050322741,149144051,-56307488,155978088,-5119
1375383830780,-168,-429,2073,32,59,41,1050302700,149202429,-56133714,156119772,-5114
1375383830780,-179,-430,2070,31,35,44,1050277961,149270089,-56027103,156259761,-5109
1375383830788,-193,-440,2076,20,21,53,1050251582,149311820,-55969191,156417867,-5104
1375383830789,-215,-430,2054,4,22,59,1050228928,149308650,-55918962,156590865,-5099
1375383830800,-225,-439,2080,0,16,58,1050207688,149293650,-55887540,156758748,-5094
1375383830800,-208,-446,2071,-4,20,61,1050187256,149265686,-55848494,156936079,-5089
1375383830811,-213,-469,2065,-9,9,69,1050163833,149228015,-55843417,157130330,-5084
1375383830811,-223,-438,2070,-30,-20,77,1050140247,149148342,-55931201,157332259,-5079
1375383830820,-204,-462,2077,-39,-49,84,1050113265,149051009,-56108333,157541379,-5074
1375383830820,-209,-458,2093,-55,-72,92,1050085656,148919697,-56356715,157760780,-5068
1375383830831,-217,-436,2075,-70,-96,95,1050059081,148755196,-56680034,157976885,-5063
1375383830831,-192,-442,2090,-76,-112,99,1050030725,148578268,-57053646,158197223,-5058
1375383830842,-183,-450,2092,-86,-139,105,1049999735,148383707,-57505810,158421649,-5053
1375383830842,-183,-426,2075,-104,-173,114,1049966534,148152565,-58062665,158654743,-5048
1375383830846,-187,-436,2060,-116,-203,121,1049930276,147897285,-58711618,158893863,-5043
1375383830846,-197,-414,2043,-133,-220,128,1049894297,147602364,-59418159,159142999,-5038
1375383830883,-239,-384,1999,-147,-220,132,1049861619,147265887,-60133670,159401335,-5033
1375383830883,-230,-363,1992,-145,-202,128,1049831839,146926713,-60802280,159656628,-5027
1375383830891,-226,-387,2010,-134,-190,121,1049802487,146612056,-61428987,159898800,-5022
1375383830891,-263,-406,2024,-127,-212,115,1049768663,146329556,-62110311,160116302,-5017
1375383830892,-255,-410,2024,-126,-201,108,1049738140,146048741,-62761211,160318861,-5012
1375383830892,-276,-392,2023,-133,-191,110,1049710717,145744170,-63386513,160529440,-5007
1375383830899,-291,-387,2026,-135,-178,114,1049684079,145426128,-63980431,160756289,-5002
1375383830899,-321,-389,2018,-129,-160,109,1049659806,145117664,-64521049,160977305,-4997
1375383830901,-344,-382,2030,-123,-131,105,1049639137,144815314,-64979855,161199657,-4992
1375383830901,-336,-384,2032,-113,-98,98,1049622933,144527234,-65341890,161417219,-4987
1375383830910,-286,-371,2043,-103,-62,93,1049611166,144252665,-65595833,161636196,-4981
1375383830910,-273,-385,2039,-93,-48,89,1049600380,143998164,-65798754,161850543,-4976
1375383830921,-288,-396,2042,-90,-46,88,1049589036,143753041,-65992496,162062992,-4971
1375383830921,-329,-343,2001,-96,-38,83,1049583113,143490118,-66165961,162263503,-4966
1375383830928,-296,-341,2006,-80,-13,74,1049579232,143258602,-66265712,162452358,-4961
1375383830928,-247,-365,2052,-59,9,62,1049577155,143074773,-66286679,162619145,-4956
1375383830966,-228,-390,2049,-51,12,57,1049575178,142913514,-66286801,162773576,-4951
1375383830967,-229,-382,2044,-55,7,55,1049574544,142746397,-66299109,162919231,-4946
1375383830971,-242,-391,2068,-60,15,56,1049576794,142560978,-66291946,163069934,-4941
1375383830971,-247,-384,2049,-64,18,55,1049581317,142363837,-66278760,163218344,-4935
1375383830978,-236,-384,2039,-68,27,57,1049587933,142151219,-66243937,163375174,-4930
1375383830978,-266,-378,2048,-70,22,62,1049592245,141934552,-66224686,163543563,-4925
1375383830980,-271,-380,2048,-70,39,62,1049599235,141710080,-66161500,163718843,-4920
1375383830980,-294,-379,2080,-62,52,59,1049606626,141503256,-66057929,163892078,-4915
1375383830982,-281,-418,2050,-50,71,56,1049613955,141321546,-65897220,164066528,-4910
1375383830982,-288,-376,2021,-65,62,57,1049624322,141107075,-65766742,164237073,-4905
1375383830990,-303,-372,2015,-64,42,53,1049632763,140901064,-65692425,164389664,-4900
1375383830990,-310,-352,2003,-63,40,45,1049643749,140700192,-65622255,164519545,-4895
1375383831001,-309,-350,2008,-48,40,33,1049654416,140541595,-65542475,164618816,-4889
1375383831001,-266,-367,2021,-36,48,24,1049665950,140414275,-65431581,164698023,-4884
1375383831013,-267,-356,2040,-29,35,18,1049675552,140314208,-65346054,164756051,-4879
1375383831013,-244,-369,2034,-27,24,15,1049684006,140223253,-65289385,164802091,-4874
1375383831018,-235,-361,2049,-27,15,11,1049692708,140138328,-65253463,164833122,-4869
1375383831018,-224,-378,2050,-25,18,14,1049700134,140055635,-65208277,164873995,-4864
1375383831056,-248,-370,2056,-30,11,13,1049708553,139964038,-65182813,164908243,-4859
1375383831056,-238,-365,2042,-31,24,10,1049720749,139863770,-65123297,164939192,-4854
1375383831059,-232,-370,2034,-34,37,11,1049735961,139748972,-65028266,164977173,-4848
1375383831059,-287,-350,2044,-32,36,10,1049750630,139641176,-64934117,165012187,-4843
1375383831061,-282,-366,2029,-21,59,12,1049763927,139551974,-64778494,165064216,-4838
1375383831061,-224,-375,2024,-20,94,9,1049783930,139453010,-64522825,165120767,-4833
1375383831067,-325,-331,1963,-27,101,8,1049808617,139331867,-64243333,165175048,-4828
1375383831067,-397,-304,1953,-10,133,-3,1049836254,139244535,-63876876,165215155,-4823
1375383831070,-362,-283,1944,14,217,-18,1049874539,139191481,-63271314,165249592,-4818
1375383831070,-362,-328,1968,56,277,-30,1049912779,139228679,-62471685,165279536,-4813
1375383831080,-360,-300,1927,78,337,-40,1049956037,139307063,-61489962,165306845,-4808
1375383831080,-335,-321,1947,107,393,-51,1050001629,139441481,-60336129,165329085,-4803
1375383831091,-338,-323,1976,130,441,-63,1050050348,139622179,-59030240,165338585,-4797
1375383831091,-301,-329,1989,157,499,-75,1050101653,139853773,-57546260,165340178,-4792
1375383831101,-280,-322,2008,175,543,-86,1050155927,140117279,-55923059,165329345,-4787
1375383831101,-257,-311,1996,200,578,-98,1050209076,140434823,-54184514,165301235,-4782
